gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name
ENSG00000004848,2.51179960279953,-0.61438278905539,2.46875785729794,-0.248863122496685,0.803466661964257,NA,ARX
ENSG00000004864,4700.32098356662,0.117026344815254,0.191404714946393,0.611407847753539,0.540929608524689,0.741596907745076,SLC25A13
ENSG00000004866,5052.38500486091,0.202744884352513,0.195057134813467,1.03941280869525,0.298612789524155,0.537187992932228,ST7
ENSG00000004897,9942.70623213149,-0.173712781369798,0.197513459661272,-0.879498448701718,0.379131073864694,0.61323583823565,CDC27
ENSG00000004939,5.57538304464816,-2.43090095474029,2.10679803525594,-1.15383672951118,0.24856711270356,NA,SLC4A1
ENSG00000004961,6618.24306110318,0.164129538923628,0.203032845171616,0.808389099728647,0.418866624908461,0.648151783349085,HCCS
ENSG00000004975,4532.46986032287,-0.33259964818141,0.267187917348346,-1.24481545229377,0.213199594782949,0.445393518331388,DVL2
ENSG00000005007,8093.80815768139,-0.544420992315999,0.346612815126469,-1.57068916253819,0.116254867738851,0.321981344872712,UPF1
ENSG00000005020,1321.01740168758,0.0448803178433932,0.311977888534815,0.143857367758243,0.885613101031407,0.946060614688413,SKAP2
ENSG00000005022,22905.2781565722,0.0701944331594129,0.199109285428234,0.352542238341333,0.724431647465764,0.86230106055297,SLC25A5
ENSG00000005059,2703.86891231341,0.116642169302742,0.255702393040351,0.456163776630497,0.648272211368996,0.814914641910335,CCDC109B
ENSG00000005073,1246.84054881656,-0.332592699185576,0.231048042506855,-1.43949585366302,0.150010083895442,0.367805991771718,HOXA11
ENSG00000005075,7597.21754048817,0.263975512363111,0.228357108107799,1.15597677055227,0.247690658725636,0.482228314890222,POLR2J
ENSG00000005100,501.157125104967,0.0803276579137522,0.322029074102677,0.249442253428771,0.803018704317185,0.905062322877374,DHX33
ENSG00000005102,127.452296426398,-0.240078215406144,0.518814967505295,-0.46274342577384,0.643548287224556,0.811898561601169,MEOX1
ENSG00000005108,45.0831959935846,-1.67785333985938,0.734052871951229,-2.28573908497814,0.0222695272387736,NA,THSD7A
ENSG00000005156,2415.48486819341,-0.529934346118427,0.19905352282092,-2.66227062253597,0.00776154490550026,0.0751358307700944,LIG3
ENSG00000005175,4783.17788551119,0.671530372906941,0.183691258964408,3.65575573216065,0.00025642543629175,0.0114975621299463,RPAP3
ENSG00000005187,16.2294164694592,0.437552920299987,0.989275837775161,0.44229617624547,0.658274897574125,NA,ACSM3
ENSG00000005189,876.361044397608,0.289274068361621,0.210029165586333,1.37730427845134,0.168418193012279,0.392217276304434,AC004381.6
ENSG00000005194,13422.8888055015,-0.0403201255438941,0.17810190191552,-0.226387956053492,0.820899694469236,0.913701840405543,CIAPIN1
ENSG00000005238,2495.18139620756,-0.0828290496160124,0.197670754944192,-0.419025311252529,0.675197634179956,0.831200473159322,FAM214B
ENSG00000005243,1442.77748087029,0.00920087919991193,0.222277351400867,0.0413936873996604,0.96698204521112,0.985243797331643,COPZ2
ENSG00000005249,770.011394050584,-0.415368330944924,0.29065922363303,-1.42905608070207,0.152988115384789,0.371810706351751,PRKAR2B
ENSG00000005302,2455.45399384277,0.161339490972511,0.209840343635384,0.768867836267235,0.441971773010345,0.667028584420434,MSL3
ENSG00000005339,1909.08359580606,-0.942789427455781,0.225771796238891,-4.17585120533925,2.9687383359712e-05,0.00326631964305378,CREBBP
ENSG00000005379,223.701631679845,-0.96508633843225,0.434676545932591,-2.2202401934562,0.0264024672625396,0.144440867893003,BZRAP1
ENSG00000005381,5.01775238215477,-3.38818103168042,2.94023853587466,-1.1523490323456,0.249177675872271,NA,MPO
ENSG00000005421,6.93358561937865,1.05936279872264,2.52201638584772,0.420045961900662,0.674451877687238,NA,PON1
ENSG00000005436,2385.01631027797,0.394015922196357,0.203587168980626,1.93536716566776,0.0529452555439187,0.209695443622467,GCFC2
ENSG00000005448,4667.22562070407,-0.503628560182471,0.187099151498982,-2.691773619215,0.00710731706425494,0.0718965793268228,WDR54
ENSG00000005469,994.707252978366,0.382698417135092,0.215075339963962,1.77936911409377,0.0751792666656579,0.253511647233228,CROT
ENSG00000005471,9.28942956181518,-0.0923073745437649,1.80691149112382,-0.0510857200240361,0.959257214904872,NA,ABCB4
ENSG00000005483,4591.90506022373,0.468121312121563,0.243380462885,1.92341368149487,0.054428117465341,0.212691284752496,KMT2E
ENSG00000005486,5300.53986501309,-0.219702946716789,0.181234488197433,-1.21225793667621,0.225413659954707,0.460047684902179,RHBDD2
ENSG00000005513,54.7075156040916,-1.18330661145975,0.654263212722111,-1.80860942270698,0.0705117035732972,NA,SOX8
ENSG00000005700,4929.20797850008,0.336711161939993,0.216300277381428,1.55668391190378,0.119545550169768,0.326802710712107,IBTK
ENSG00000005801,1340.74902081243,0.798788167801397,0.238711551729282,3.3462484828019,0.000819129549749695,0.0222827993611036,ZNF195
ENSG00000005810,1973.27742121927,0.656251494218345,0.231292688211278,2.83732053656137,0.00454939141668392,0.0573234897457051,MYCBP2
ENSG00000005812,3813.48039548246,0.0368705299204099,0.216564868162047,0.17025166747185,0.864812220015232,0.937344857822961,FBXL3
ENSG00000005844,9.84763653668068,0.785041433311268,1.7153122917046,0.457666768382524,0.647191866392471,NA,ITGAL
ENSG00000005882,3489.58407684111,-0.568257310278391,0.202059601230791,-2.81232520908191,0.00491847472336981,0.0593746791767364,PDK2
ENSG00000005884,10866.2232115276,-0.641536999210503,0.239840102964191,-2.67485291776366,0.00747620417024721,0.0740478968265082,ITGA3
ENSG00000005889,4532.81466081412,0.107883883592505,0.210961342365207,0.511391719368856,0.609076792065296,0.789806271059171,ZFX
ENSG00000005893,17077.6369673441,-0.1368950825112,0.276225714561529,-0.495591377973272,0.620182737165568,0.797673669091633,LAMP2
ENSG00000005955,2396.05212799572,0.100881525684799,0.201438108271941,0.500806558154375,0.616507269693384,0.795118057477404,GGNBP2
ENSG00000005961,26.6854607650595,-0.629341223506223,0.982845590786862,-0.640325631417215,0.521960920476134,NA,ITGA2B
ENSG00000005981,12.6230186072874,1.10610470875202,1.20320463845732,0.919298906768015,0.357939249495021,NA,ASB4
ENSG00000006007,5073.82966105704,-0.179338179544919,0.179590736182666,-0.998593710103787,0.317991548366609,0.555968233114343,GDE1
ENSG00000006015,3648.70637194456,-0.339274741405974,0.190673467103482,-1.77934951600709,0.0751824776604871,0.253511647233228,C19orf60
ENSG00000006016,272.606755135111,-0.262879521686165,0.457922288132087,-0.574070161027712,0.56592032436293,0.757987137445233,CRLF1
ENSG00000006025,460.047967724031,-0.77378735930519,0.388242528339819,-1.99305151502597,0.0462558063929986,0.195551555192105,OSBPL7
ENSG00000006042,6379.58149654031,0.0133629843364547,0.209221781332312,0.063869948202142,0.94907378126571,0.975605442664066,TMEM98
ENSG00000006047,4.6094998253165,0.217415400210109,2.24499300533961,0.0968445779977919,0.922849822166996,NA,YBX2
ENSG00000006071,4.45640156451955,3.09895606937124,2.68516572185062,1.15410234986742,0.248458210108847,NA,ABCC8
ENSG00000006074,0.664316627857568,0.234374188244516,4.78634680562371,0.0489672390578006,0.960945404050501,NA,CCL18
ENSG00000006075,1690.39588844483,1.6679692754927,0.348527358700547,4.78576282135087,1.7033911877021e-06,0.000594931785346904,CCL3
ENSG00000006114,4271.35791310699,-0.0259817471400047,0.208464284066029,-0.124634045857828,0.900813273842183,0.953548713545497,SYNRG
ENSG00000006116,0.302339593085309,-2.33483496592368,4.9023960731704,-0.476264041312708,0.633886279852387,NA,CACNG3
ENSG00000006118,12543.2900336536,-0.84652746683241,0.215676297871144,-3.92499071612481,8.67330829008349e-05,0.00631126523355259,TMEM132A
ENSG00000006125,5587.57562105005,-0.00355166183086669,0.238821654850147,-0.0148716071542811,0.988134611626394,0.995638322025931,AP2B1
ENSG00000006128,13.3528066081034,3.57713632129118,1.40656447190414,2.54317266840149,0.0109850929193664,NA,TAC1
ENSG00000006194,4175.35009516615,-0.25607711482236,0.174793382980653,-1.4650275110855,0.142913412037189,0.359300398665954,ZNF263
ENSG00000006210,32.1349391915349,-0.0942184304159844,0.976617272394778,-0.0964742618005824,0.923143914668173,NA,CX3CL1
ENSG00000006282,2417.54262129996,-0.750198674558384,0.19305410539213,-3.88595038180922,0.000101930326144542,0.00675183324767545,SPATA20
ENSG00000006283,33.1209872494044,-1.16927112630116,1.02165751602034,-1.14448443628724,0.252422788790229,NA,CACNA1G
ENSG00000006327,45962.3825109035,-0.176823577784749,0.282582155370874,-0.625742193638087,0.531484053138342,0.734698118449372,TNFRSF12A
ENSG00000006377,13.4396491273962,-0.645358320209225,1.24829148165883,-0.516993290182209,0.605160842754594,NA,DLX6
ENSG00000006432,405.787962595381,-0.458555754856734,0.439769879458946,-1.04271751267026,0.29707914452949,0.535590906441203,MAP3K9
ENSG00000006451,10663.8542587297,0.350780262588753,0.212902632715971,1.64760885346458,0.0994329624783647,0.293848647965455,RALA
ENSG00000006453,688.400379164322,0.0263774617480542,0.326114396710833,0.0808840763060308,0.935534143735873,0.97005792465129,BAIAP2L1
ENSG00000006459,537.695276587947,0.948932414593007,0.540876265563866,1.75443530250628,0.0793559467048946,0.260876060535091,KDM7A
ENSG00000006468,1209.11035256218,0.259909513037286,0.334419500611777,0.77719604437485,0.43704311563207,0.662982767249837,ETV1
ENSG00000006530,2242.0311846655,0.162557000224092,0.218808974126581,0.742917427737919,0.457531673713214,0.678172925343061,AGK
ENSG00000006534,1404.28133658526,-0.500948953488603,0.286496566785721,-1.74853387986068,0.0803716242881297,0.262623852777566,ALDH3B1
ENSG00000006555,5.65360458472709,0.760664483458019,1.65042073914028,0.460891253617097,0.64487662716346,NA,TTC22
ENSG00000006576,4207.5236485504,0.426273108279054,0.211518750958869,2.01529701904275,0.0438735370890745,0.189775163744381,PHTF2
ENSG00000006606,30.2452299720321,0.776896937520232,0.741909413768428,1.04715875429332,0.2950263647725,NA,CCL26
ENSG00000006607,1820.78104592594,0.0252908615798221,0.232738843171303,0.108666268316919,0.913467197359479,0.959368255389333,FARP2
ENSG00000006611,2.01869148190546,-5.05790401826313,4.80274388498078,-1.05312799087211,0.292282335736427,NA,USH1C
ENSG00000006625,2063.32369664501,0.603447206229659,0.191142746953492,3.15704998409638,0.00159374024651855,0.0334685451768896,GGCT
ENSG00000006634,4674.00863874997,0.603437122314787,0.217187293817192,2.77841816484303,0.00546242707746048,0.0626597512290886,DBF4
ENSG00000006638,645.685454088404,-1.04913198420174,0.370020070980676,-2.83533804374771,0.00457772189531461,0.0573234897457051,TBXA2R
ENSG00000006652,12092.2046768494,0.804206227794795,0.206419981684867,3.89597083204156,9.78061598574994e-05,0.00668419130718752,IFRD1
ENSG00000006659,0.316919470592112,-0.0184404760923905,4.99745499514198,-0.00368997341853334,0.997055833860828,NA,LGALS14
ENSG00000006695,2767.59513711382,0.0907264763554737,0.183565352566709,0.494246191271323,0.621132321535001,0.797954522448217,COX10
ENSG00000006704,536.983186837369,0.0668267292744736,0.282239856158453,0.236772829266736,0.812833031353776,0.909835539523262,GTF2IRD1
ENSG00000006712,7382.58956583601,-0.302862564129255,0.190297080947739,-1.59152501247473,0.111491470951424,0.314899936681697,PAF1
ENSG00000006715,4200.33163181377,0.203876016781448,0.198035485609775,1.0294923465544,0.303248374382467,0.542429713251281,VPS41
ENSG00000006740,174.129571832818,-0.450553397917157,0.560914241625444,-0.803248276619831,0.421831247055791,0.651122664694526,ARHGAP44
ENSG00000006744,10223.9811083938,-0.385088497634876,0.197227972024993,-1.95250447328068,0.0508783403829997,0.205683013573918,ELAC2
ENSG00000006747,158.134982890357,1.02217160187766,0.487115365167957,2.09841790050128,0.0358682453685495,0.170251587189659,SCIN
ENSG00000006756,882.729414801125,-0.411999943294988,0.256530618165991,-1.60604588349138,0.108263828888256,0.309099769939697,ARSD
ENSG00000006757,3702.11369392298,-0.0442218572643405,0.229942187676448,-0.192317285101963,0.847493679562086,0.929060924357961,PNPLA4
ENSG00000006788,1.20412575836939,-0.750144326395345,4.69389389710038,-0.159812799956714,0.873028540773391,NA,MYH13
ENSG00000006831,762.75703234335,0.599884712516744,0.232717219777866,2.57774097288266,0.00994485142989821,0.0857571829872596,ADIPOR2
ENSG00000006837,381.342468369518,0.493626674050738,0.325569744202225,1.5161933282846,0.129470474582037,0.340196424203682,CDKL3
ENSG00000007038,1.47973053200822,-1.34001731809551,4.95038192949823,-0.270689683579895,0.78662971200221,NA,PRSS21
ENSG00000007047,357.490169809356,-0.394675983286531,0.434773026573139,-0.907774767899814,0.363997231988149,0.600195212193652,MARK4
ENSG00000007062,4.58196343714563,-5.89076608146303,2.87484951550089,-2.04906936857064,0.0404553322533383,NA,PROM1
ENSG00000007080,6654.10340543292,-0.363935783951094,0.17469627723708,-2.08324865135619,0.037228564564167,0.173684207879871,CCDC124
ENSG00000007168,8514.7315567478,-0.00103547845861053,0.197323589421426,-0.0052476161702038,0.995813027293227,0.998219826150733,PAFAH1B1
ENSG00000007171,6.7579922781907,-2.46691810960226,2.40501708746322,-1.02573828787401,0.305014961723573,NA,NOS2
ENSG00000007174,7.5291307737999,-1.9398995156791,1.56431543050741,-1.2400948541752,0.214940312065931,NA,DNAH9
ENSG00000007202,9623.11669480544,-0.386665951430269,0.188688179489478,-2.04923250876895,0.0404393846459716,0.181600493598712,KIAA0100
ENSG00000007216,4.734724719749,-1.65414481247545,2.12250659127672,-0.779335536235225,0.435782086568957,NA,SLC13A2
ENSG00000007237,84.3383565701122,-1.6541586135805,0.810724612877405,-2.04034586751918,0.0413158894172666,NA,GAS7
ENSG00000007255,649.469437482652,-0.299010273808967,0.266800169483648,-1.12072745076458,0.262403893734299,0.496895878331614,TRAPPC6A
ENSG00000007264,6.079583357514,0.694821669177621,1.54071823683734,0.450972574066425,0.652009315776256,NA,MATK
ENSG00000007312,19.0976789954087,0.215227983349069,0.962997355279619,0.223498000455644,0.823147939179929,NA,CD79B
ENSG00000007314,1.09280380945301,-1.30159671647466,4.91135957363112,-0.265017597869006,0.790995905240413,NA,SCN4A
ENSG00000007341,1196.67090986438,0.0487109498750733,0.201198058478714,0.242104472793543,0.808699212500005,0.907965746600203,ST7L
ENSG00000007350,3.69121552904309,4.16025889310822,3.17185647545629,1.31161637523644,0.18964960506959,NA,TKTL1
ENSG00000007372,32.944725122766,-0.887819801667632,0.849148144747815,-1.04554170807416,0.295772674498979,NA,PAX6
ENSG00000007376,5614.03500427122,-0.630540423598719,0.266006549392549,-2.37039435697586,0.0177691211577179,0.116408923006009,RPUSD1
ENSG00000007384,3506.94754799952,0.0172489449465917,0.202706874123291,0.0850930439394002,0.932187420382744,0.96852915635821,RHBDF1
ENSG00000007392,2791.23221066078,0.351573756989292,0.219106669251324,1.60457807236357,0.108586690265037,0.30952803977611,LUC7L
ENSG00000007402,9.35732922640421,0.209167443127527,1.73102144777446,0.120834691792207,0.903821971345204,NA,CACNA2D2
ENSG00000007516,301.85983790388,-0.113426498563344,0.294367735089188,-0.385322455699767,0.699998526336865,0.848442931825781,BAIAP3
ENSG00000007520,8213.75698174831,-0.190244798203282,0.186417582542308,-1.02053033629543,0.307477009411888,0.546656109793936,TSR3
ENSG00000007541,4385.99749664814,-0.729928099776229,0.238059591461994,-3.06615707140186,0.00216829376166876,0.0391531902107044,PIGQ
ENSG00000007545,1140.7188056819,-0.617796812931705,0.363300846895243,-1.70051024711716,0.0890349905939982,0.277237080728356,CRAMP1L
ENSG00000007866,1709.50016517748,-0.452891749114989,0.218901869095666,-2.06892591180692,0.0385530396145682,0.176907714245119,TEAD3
ENSG00000007908,0.542965552158389,3.13944185959704,4.85075336788,0.647207066923939,0.517497938196047,NA,SELE
ENSG00000007923,7543.41196089225,-0.336097277760611,0.215780374967005,-1.55758964554587,0.119330554800037,0.326412844869351,DNAJC11
ENSG00000007933,5.59919143700491,-1.18304317541474,2.40420631628461,-0.492072234983137,0.622668279358129,NA,FMO3
ENSG00000007944,148.574575320531,-0.0673514700770386,0.489543200956722,-0.137580237955328,0.890572174812502,0.948228953398438,MYLIP
ENSG00000007952,4.31543176691568,-0.340987986690462,1.91299044157719,-0.178248662031646,0.858527694812261,NA,NOX1
ENSG00000007968,509.45778801853,-0.138125615548826,0.356210988382787,-0.387763488644529,0.698191067340989,0.847108474419448,E2F2
ENSG00000008018,31674.8965514941,0.441477995608327,0.26171291102675,1.68687893110173,0.0916266340864579,0.281648898493255,PSMB1
ENSG00000008056,264.47912681014,-0.109738210408228,0.346624754980734,-0.316590805565307,0.751554113279795,0.878357360994139,SYN1
ENSG00000008083,1447.44853477781,0.0146460359196844,0.229040299829832,0.0639452355352567,0.949013833209424,0.975605442664066,JARID2
ENSG00000008086,117.058841460767,-0.326540961790186,0.486761621916673,-0.670843688342558,0.50232011261941,0.712325764312063,CDKL5
ENSG00000008118,227.98942210354,-0.739932374772417,0.431288753795535,-1.71563104361215,0.0862295929340925,0.272615330495778,CAMK1G
ENSG00000008128,800.077571307904,0.200227740790098,0.261297093162616,0.76628384329361,0.443507429645452,0.667924681552126,CDK11A
ENSG00000008130,6240.32876401844,-0.334382154226317,0.196870251751025,-1.6984900016748,0.0894153181691307,0.277889159440755,NADK
ENSG00000008196,0.51820313190351,-3.09490050277409,4.85457471194086,-0.637522478572948,0.523784572831956,NA,TFAP2B
ENSG00000008226,93.0525728304204,0.236608302114392,0.502240900843657,0.471105204130012,0.637565608961568,NA,DLEC1
ENSG00000008256,1924.78185992273,0.130652337842082,0.303069207472877,0.431097368589563,0.666397573896029,0.825613697379791,CYTH3
ENSG00000008277,18.1395365024203,0.299402042391686,1.19179706998893,0.251218978407514,0.801644812320798,NA,ADAM22
ENSG00000008282,8466.34174342568,0.251090199928475,0.210986302639646,1.19007820312072,0.234015656443832,0.469072731924675,SYPL1
ENSG00000008283,945.921758666783,-0.745581666224524,0.286563646513745,-2.60180129369188,0.00927355664900355,0.0826585922401445,CYB561
ENSG00000008294,7741.7872482618,0.515442202022725,0.207437455818646,2.48480777007483,0.0129621407834579,0.0980806912645682,SPAG9
ENSG00000008300,100.464128253648,0.283653927070472,0.779608411449986,0.363841542631521,0.715976339113374,NA,CELSR3
ENSG00000008311,498.220271600504,0.399639735686428,0.312804138792602,1.27760373385405,0.201389183368072,0.431659761250169,AASS
ENSG00000008323,87.8534214005614,-1.43206488138991,0.618178677209404,-2.31658731396975,0.020526223084245,NA,PLEKHG6
ENSG00000008324,2070.73357059398,0.702321403001454,0.255597091338345,2.74776758735397,0.00600025248753056,0.0662317653873782,SS18L2
ENSG00000008382,359.669200963245,-1.01329055266236,0.31126544895386,-3.25539039449432,0.00113236594573374,0.0274247460433909,MPND
ENSG00000008394,9860.60092219885,0.617327565777946,0.243955772440275,2.53048968508863,0.0113903433995646,0.0926025447331272,MGST1
ENSG00000008405,4344.39319826782,0.280362405422334,0.190468496767159,1.47196208391914,0.141031116738781,0.357144236551751,CRY1
ENSG00000008441,257.22723343205,-0.583827225046117,0.337558822374052,-1.72955700265826,0.0837094537908444,0.268356520711935,NFIX
ENSG00000008513,2751.18041384704,0.133845633274299,0.212358662442236,0.630281014840667,0.528510742065077,0.732212261913271,ST3GAL1
ENSG00000008516,88.5924608133596,-0.487265343086213,0.700334215702019,-0.695761155404602,0.486578419546239,NA,MMP25
ENSG00000008517,3955.17432040642,-0.425627243362427,0.228432022415636,-1.86325559289578,0.0624263146869622,0.228079128753332,IL32
ENSG00000008710,1310.90505214125,-0.32381203058775,0.22460850772055,-1.44167304201418,0.149394632078222,0.366904209557761,PKD1
ENSG00000008735,68.870923681186,-0.556794742611907,0.661983033042523,-0.841101228913431,0.400291226715652,NA,MAPK8IP2
ENSG00000008838,6153.03360133619,-0.648494197040591,0.250402414877915,-2.5898080789547,0.00960294530627895,0.0842925199106708,MED24
